MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
,,,,,,,Tools & Shop Supplies,Abrasives,Sanding Sheets & Rolls,,9A-570-320,9A-570-320 Abranet 2.75x30,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Mirka Abrasives Inc (MIRUS),Mirka Ltd.,Mirka®,,9A-570-320,,Tools & Shop Supplies > Abrasives > Sanding Sheets & Rolls,"Mirka Abranet Sanding Roll, 2.75 in x 30 ft, 9A-570-320",MIRKA ABRANET 2.75X30 SANDING ROLL,"Mirka® Abranet Series 9A-570-320 Sanding Roll, 2.75 in x 30 ft, Abrasive Mesh","Mirka® Abranet Sanding Roll, 9A-570-320, Series: Abranet, 2.75 in Width, 30 ft Length, Abrasive Mesh Material, Dust-Free Sanding Performance","Mirka® Abranet Series 9A-570-320 Sanding Roll, 2.75 in x 30 ft, Abrasive Mesh","Experience virtually dust-free sanding with the Mirka Abranet abrasive mesh roll. Designed for superior performance and longevity, this 2.75-inch by 30-foot roll prevents clogging and ensures a smoother, cleaner finish on a variety of surfaces.",,,,,,,,,,,,,,,,,,,,,,,,,,Sanding Roll,Series,Abranet,,Model,9A-570-320,,Width,2.75,in,Length,30,ft,Material,Abrasive Mesh,,Product Type,Sanding Roll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,ft,,,2.75,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Tools & Shop Supplies,Abrasives,Cut-Off Wheels,,DBD090094101F,"DBD090094101F Diablo 9"" - Metal Cut-Off Disc",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Freud Inc (2435),"Freud America, Inc.",Diablo®,,DBD090094101F,,Tools & Shop Supplies > Abrasives > Cut-Off Wheels,"Diablo 9 Inch Metal Cut-Off Disc, DBD090094101F",DIABLO 9IN METAL CUT-OFF DISC,Diablo® DBD090094101F 9 In Metal Cut-Off Disc,"Diablo® DBD090094101F Metal Cut-Off Disc, Series: Diablo, Diameter: 9 in, Application: Metal Cutting",Diablo® DBD090094101F 9 In Metal Cut-Off Disc,"Experience superior cutting performance and extended disc life with the Diablo 9-inch metal cut-off disc. Engineered for precision and durability, this disc delivers clean, fast cuts through various metal materials.",,,,,,,,,,,,,,,,,,,,,,,,,,Cut-Off Disc,Series,Diablo,,Model,DBD090094101F,,Diameter,9,in,Application,Metal Cutting,,Material,Metal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Tools & Shop Supplies,Abrasives,Cut-Off Wheels & Discs,,DBDS12125A01F,"DBDS12125A01F Diablo 12"" - Steel Demon Metal Cut-Off Disc",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Freud Inc (2435),"Freud America, Inc.",Diablo®,,DBDS12125A01F,,Tools & Shop Supplies > Abrasives > Cut-Off Wheels & Discs,"Diablo Steel Demon 12 Inch Metal Cut-Off Disc, DBDS12125A01F",DIABLO 12X1/8X1 METAL CUT-OFF DISC,Diablo® Steel Demon DBDS12125A01F 12 in Metal Cut-Off Disc,"Diablo® Steel Demon Metal Cut-Off Disc, Series: Steel Demon, DBDS12125A01F, 12 in Diameter, 1/8 in Thickness, 1 in Arbor Diameter, Metal Application, Aluminum Oxide Material",Diablo® Steel Demon DBDS12125A01F 12 in Metal Cut-Off Disc,"The Diablo Steel Demon Metal Cut-Off Disc delivers extreme durability and cleaner cuts in ferrous metals. Engineered with a premium aluminum oxide blend, this disc provides fast material removal and extended life for heavy-duty professional applications.",,,,,,,,,,,,,,,,,,,,,,,,,,Metal Cut-Off Disc,Brand,Diablo,,Series,Steel Demon,,Model,DBDS12125A01F,,Diameter,12,in,Thickness,1/8,in,Arbor Diameter,1,in,Material,Aluminum Oxide,,Application,Metal,,Item Type,Cut-Off Disc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Tools & Shop Supplies,Abrasives,Cut-Off Wheels,,DBDS12125G01F,"DBDS12125G01F Diablo 12""x20mm - Speed Demon Metal Cut-Off Disc",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Freud Inc (2435),"Freud America, Inc.",Diablo®,,DBDS12125G01F,,Tools & Shop Supplies > Abrasives > Cut-Off Wheels,"Diablo Speed Demon Metal Cut-Off Disc, 12 in x 20 mm, DBDS12125G01F",DIABLO 12X20MM METAL CUT-OFF DISC,"Diablo® Speed Demon DBDS12125G01F Metal Cut-Off Disc, 12 in x 20 mm, Aluminum Oxide","Diablo® Speed Demon Metal Cut-Off Disc, DBDS12125G01F, 12 in Diameter, 20 mm Arbor Size, Aluminum Oxide, Designed for Fast and Clean Metal Cutting Applications","Diablo® Speed Demon DBDS12125G01F Metal Cut-Off Disc, 12 in x 20 mm, Aluminum Oxide","Experience superior cutting performance and speed with the Diablo Speed Demon Metal Cut-Off Disc. Engineered for precision and durability, this disc delivers fast, clean cuts in metal applications.",,,,,,,,,,,,,,,,,,,,,,,,,,Metal Cut-Off Disc,Series,Speed Demon,,Model,DBDS12125G01F,,Application,Metal,,Diameter,12,in,Arbor Size,20,mm,Material,Aluminum Oxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Tools & Shop Supplies,Abrasives,Cut-Off Wheels,,DBDS14125A01F,"DBDS14125A01F Diablo 14""x1"" - Steel Demon Metal Cut-Off Disc",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Freud Inc (2435),"Freud America, Inc.",Diablo®,,DBDS14125A01F,,Tools & Shop Supplies > Abrasives > Cut-Off Wheels,"Diablo Steel Demon 14 in x 1 in Metal Cut-Off Disc, DBDS14125A01F",DIABLO 14X1 STL DEMON METAL CUTOFF DISC,"Diablo® Steel Demon DBDS14125A01F Metal Cut-Off Disc, 14 in Diameter, 1 in Thickness","Diablo® Steel Demon Metal Cut-Off Disc, DBDS14125A01F, Series: Steel Demon, 14 in Diameter, 1 in Thickness, Application: Metal Cutting","Diablo® Steel Demon DBDS14125A01F Metal Cut-Off Disc, 14 in Diameter, 1 in Thickness","Experience superior cutting performance and durability with the Diablo Steel Demon Metal Cut-Off Disc. Designed for heavy-duty metal cutting applications, this disc delivers fast, clean cuts and long-lasting performance.",,,,,,,,,,,,,,,,,,,,,,,,,,Metal Cut-Off Disc,Series,Steel Demon,,Model,DBDS14125A01F,,Diameter,14,in,Thickness,1,in,Application,Metal Cutting,,Material,Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Tools & Shop Supplies,Abrasives,Cut-Off Wheels,,DBDS14125G01F,"DBDS14125G01F Diablo 14""x20mm - Steel Demon Metal Cut-Off Disc",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Freud Inc (2435),"Freud America, Inc.",Diablo®,,DBDS14125G01F,,Tools & Shop Supplies > Abrasives > Cut-Off Wheels,"Diablo Steel Demon Metal Cut-Off Disc, 14 in x 20 mm, DBDS14125G01F",DIABLO 14X20MM STEEL DEMON CUT-OFF DISC,"Diablo® Steel Demon DBDS14125G01F Metal Cut-Off Disc, 14 in Diameter, 20 mm Arbor","Diablo® Steel Demon Metal Cut-Off Disc, Series: Steel Demon, DBDS14125G01F, 14 in Diameter, 20 mm Arbor, Application: Metal Cutting, Material: Steel","Diablo® Steel Demon DBDS14125G01F Metal Cut-Off Disc, 14 in Diameter, 20 mm Arbor","Experience superior cutting performance and extended disc life with the Diablo Steel Demon Metal Cut-Off Disc. Designed for tough metal-cutting applications, this disc delivers fast, clean cuts through steel with precision and durability.",,,,,,,,,,,,,,,,,,,,,,,,,,Metal Cut-Off Disc,Series,Steel Demon,,Model,DBDS14125G01F,,Diameter,14,in,Arbor Size,20,mm,Application,Metal Cutting,,Material,Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Tools & Shop Supplies,Abrasives,Cut-Off Wheels & Discs,,49-94-0013,"49-94-0013 Milw 5""x.045""x7/8"" Metal Cut Off Disc",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Electric Tool,MILWAUKEE®,,49-94-0013,,Tools & Shop Supplies > Abrasives > Cut-Off Wheels & Discs,"MILWAUKEE 5 Inch x 0.045 Inch Metal Cut-Off Disc, 49-94-0013",49-94-0013 5X.045X7/8 METAL CUT DISC,"MILWAUKEE® 49-94-0013 5"" x 0.045"" x 7/8"" Metal Cut-Off Disc","MILWAUKEE® Metal Cut-Off Disc, Series: 49-94-0013, Diameter: 5 in, Thickness: 0.045 in, Arbor Size: 7/8 in, Application: Metal Cutting","MILWAUKEE® 49-94-0013 5"" x 0.045"" x 7/8"" Metal Cut-Off Disc","Engineered for fast, clean cuts in metal, the MILWAUKEE® 5-inch cut-off disc delivers reliable performance and durability on the job site. Designed with precise dimensions for compatibility with standard angle grinders.",,,,,,,,,,,,,,,,,,,,,,,,,,Metal Cut-Off Disc,Series,49-94,,Model,49-94-0013,,Diameter,5,in,Thickness,0.045,in,Arbor Size,7/8,in,Application,Metal Cutting,,Material,Metal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Tools & Shop Supplies,Abrasives,Cut-Off Wheels,,49-94-0029,"49-94-0029 Milw 6-1/2""x1/8""x5/8"" DKO Metal Cut Off Disc",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Electric Tool,MILWAUKEE®,,49-94-0029,,Tools & Shop Supplies > Abrasives > Cut-Off Wheels,"MILWAUKEE®, 6-1/2 In x 1/8 In x 5/8 In Metal Cut-Off Disc, 49-94-0029",49-94-0029 6-1/2X1/8X5/8 METAL DISC,"MILWAUKEE® 49-94-0029 Metal Cut-Off Disc, 6-1/2 in x 1/8 in x 5/8 in","MILWAUKEE® Metal Cut-Off Disc, Series: DKO, Diameter: 6-1/2 in, Thickness: 1/8 in, Arbor Size: 5/8 in, Application: Metal Cutting","MILWAUKEE® 49-94-0029 Metal Cut-Off Disc, 6-1/2 in x 1/8 in x 5/8 in","Designed for fast and clean cuts in metal, this Milwaukee cut-off disc delivers exceptional durability and performance for demanding jobsite applications.",,,,,,,,,,,,,,,,,,,,,,,,,,Metal Cut-Off Disc,Series,DKO,,Diameter,6-1/2,in,Thickness,1/8,in,Arbor Size,5/8,in,Application,Metal Cutting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Tools & Shop Supplies,Abrasives,Cut-Off Wheels,,49-94-0033,"49-94-0033 Milw 7""x1/16""x7/8"" Metal Cut Off Disc",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Electric Tool Corporation,MILWAUKEE®,,49-94-0033,,Tools & Shop Supplies > Abrasives > Cut-Off Wheels,"MILWAUKEE Metal Cut-Off Disc, 7 in x 1/16 in x 7/8 in, 49-94-0033",MILW 7X1/16X7/8 METAL CUT OFF DISC,"MILWAUKEE® 49-94-0033 Metal Cut-Off Disc, 7 in x 1/16 in x 7/8 in","MILWAUKEE® Metal Cut-Off Disc, 49-94-0033, [Diameter]: 7 in, [Thickness]: 1/16 in, [Arbor Size]: 7/8 in, [Application]: Metal Cutting, [Material]: Abrasive","MILWAUKEE® 49-94-0033 Metal Cut-Off Disc, 7 in x 1/16 in x 7/8 in","Get fast, clean cuts in metal with the Milwaukee metal cut-off disc. Designed for durability and precision performance, this 7-inch disc is a reliable addition to your cutting and grinding applications.",,,,,,,,,,,,,,,,,,,,,,,,,,Metal Cut-Off Disc,Series,Standard,,Model,49-94-0033,,Diameter,7,in,Thickness,1/16,in,Arbor Size,7/8,in,Application,Metal Cutting,,Material,Abrasive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Tools & Shop Supplies,Abrasives,Cut-Off Wheels,,49-94-0001,"49-94-0001 Milw 4""x.040""x5/8"" Metal Cut Off Disc",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Electric Tool,MILWAUKEE®,,49-94-0001,,Tools & Shop Supplies > Abrasives > Cut-Off Wheels,"MILWAUKEE Metal Cut Off Disc, 4 in x 0.040 in, 5/8 in Arbor, 49-94-0001",MILW 4X.040X5/8 METAL CUT OFF DISC,"MILWAUKEE® 49-94-0001 Metal Cut-Off Disc, 4 in x 0.040 in, 5/8 in Arbor","MILWAUKEE® Metal Cut-Off Disc, Series: 49-94-0001, 4 in Diameter, 0.040 in Thickness, 5/8 in Arbor, Metal Application, For use with angle grinders","MILWAUKEE® 49-94-0001 Metal Cut-Off Disc, 4 in x 0.040 in, 5/8 in Arbor","Get fast, clean cuts in metal with the MILWAUKEE® 4 in Cut-Off Disc. Designed for durability and precision, this high-performance abrasive disc ensures efficient material removal for professional trade applications.",,,,,,,,,,,,,,,,,,,,,,,,,,Cut-Off Disc,Series,49-94-0001,,Model,49-94-0001,,Diameter,4,in,Thickness,0.040,in,Arbor Size,5/8,in,Application,Metal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Tools & Shop Supplies,Abrasives,Cut-Off Wheels,,49-94-0039,"49-94-0039 Milw 7""x1/8""x5/8"" DKO Metal Cut Off Disc",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Electric Tool,Milwaukee®,,49-94-0039,,Tools & Shop Supplies > Abrasives > Cut-Off Wheels,"Milwaukee Metal Cut Off Disc, 7 in x 1/8 in x 5/8 in, 49-94-0039",MILW 7X1/8X5/8 METAL CUT OFF DISC,"Milwaukee® 49-94-0039 Metal Cut-Off Disc, 7 in Diameter, 1/8 in Thickness, 5/8 in Arbor","Milwaukee® Metal Cut-Off Disc, Series: DKO, 7 in Diameter, 1/8 in Thickness, 5/8 in Arbor, Type 1, Metal Application, Reinforced Design","Milwaukee® 49-94-0039 Metal Cut-Off Disc, 7 in Diameter, 1/8 in Thickness, 5/8 in Arbor","Get clean, fast cuts in metal with the Milwaukee metal cut-off disc. Designed for durability and precision, this disc is engineered to handle tough jobsite applications with ease.",,,,,,,,,,,,,,,,,,,,,,,,,,Metal Cut Off Disc,Series,DKO,,Diameter,7,in,Thickness,1/8,in,Arbor Size,5/8,in,Application,Metal,,Wheel Type,Type 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Tools & Shop Supplies,Abrasives,Cut-Off Wheels,,49-94-0043,"49-94-0043 Milw 9""x3/32""x7/8"" Metal Cut Off Disc",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Electric Tool,MILWAUKEE®,,49-94-0043,,Tools & Shop Supplies > Abrasives > Cut-Off Wheels,"MILWAUKEE 9 Inch Metal Cut Off Disc, 9 x 3/32 x 7/8 in, 49-94-0043",MILW 49-94-0043 9IN CUT OFF DISC,"MILWAUKEE® 49-94-0043 Metal Cut Off Disc, 9 in x 3/32 in x 7/8 in","MILWAUKEE® Metal Cut Off Disc, Series: 49-94-0043, Diameter: 9 in, Thickness: 3/32 in, Arbor Size: 7/8 in, Application: Metal Cutting","MILWAUKEE® 49-94-0043 Metal Cut Off Disc, 9 in x 3/32 in x 7/8 in","Get clean and fast cuts in metal with the Milwaukee 9-inch cut off disc. Engineered for durability and high performance, this wheel is built to tackle tough industrial cutting applications with ease.",,,,,,,,,,,,,,,,,,,,,,,,,,Cut-Off Disc,Series,49-94-0043,,Diameter,9,in,Thickness,3/32,in,Arbor Size,7/8,in,Application,Metal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Tools & Shop Supplies,Abrasives,Cut-Off Wheels & Discs,,49-94-0048,"49-94-0048 Milw 12""x7/64""x1"" Metal Cut Off Disc General Purpose",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Electric Tool,MILWAUKEE®,,49-94-0048,,Tools & Shop Supplies > Abrasives > Cut-Off Wheels & Discs,"MILWAUKEE 12 In x 7/64 In Metal Cut Off Disc, 49-94-0048",49-94-0048 12X7/64X1 METAL CUT DISC,"MILWAUKEE® 49-94-0048 12 in x 7/64 in x 1 in Metal Cut-Off Disc, General Purpose","MILWAUKEE® General Purpose Metal Cut-Off Disc, 49-94-0048, Diameter: 12 in, Thickness: 7/64 in, Arbor Size: 1 in, Application: Metal Cutting, Material: Aluminum Oxide, Wheel Type: Type 1","MILWAUKEE® 49-94-0048 12 in x 7/64 in x 1 in Metal Cut-Off Disc, General Purpose","Get fast, clean cuts in metal with the Milwaukee 12-inch general purpose cut-off disc. Designed for durability and performance, this abrasive wheel delivers reliable results across a variety of metal fabrication applications.",,,,,,,,,,,,,,,,,,,,,,,,,,Metal Cut-Off Disc,Series,General Purpose,,Model,49-94-0048,,Diameter,12,in,Thickness,7/64,in,Arbor Size,1,in,Application,Metal Cutting,,Abrasive Material,Aluminum Oxide,,Wheel Type,Type 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
